User,Followers,nFs,All_Followers,nF
varejaodfav,,0,,0
rwarstat,,0,,0
azevedoluiz,,0,,0
seederwood,,0,,0
ooerlang,,0,,0
Danilosouza9612,,0,,0
edax-gemmius,,0,,0
flisolrecife,,0,,0
gleydsonageu,,0,,0
prfrancaf,,0,,0
prgc,,0,,0
gutogalamba,,0,,0
jacscin,,0,,0
leettech,,0,,0
hqlpedro,,0,,0
leandrorio,,0,,0
Openredu,,0,,0
dvnp,,0,,0
cfregis,,0,,0
marcosjppf,,0,,0
avlm,,0,brunoresende1991,1
CodeMigas,,0,,0
gmenge,,0,,0
tbxc,,0,,0
ThatyLima,,0,,0
brunoperruci,,0,,0
Azuirson,,0,,0
ivalenca,,0,,0
icsouza,,0,,0
heltonsantos,,0,,0
rbertoli99,,0,,0
alesefs,,0,,0
jorgesouza000,,0,,0
henriquedapenha,,0,,0
jeffersoncpf,,0,,0
ogilvygustavo,,0,,0
GuiHebert,,0,,0
joaocarlosdv,,0,,0
hrockcouto,,0,,0
daniloipubi,,0,,0
orygens,,0,,0
dihutus,,0,,0
juarezcruz,,0,,0
ruliribeiro,,0,,0
eliezerjunioradsw,,0,,0
jhonathanmatheus,,0,,0
dangomes04,,0,,0
dfsdaniel,,0,,0
ThiagoPrime,,0,,0
silviogatisf,,0,,0
evercodes,,0,,0
MarianaSenaBarreto,,0,,0
abic-ong,,0,,0
livox,,0,,0
kauparesque,,0,,0
maykeriibeiro,,0,,0
antoniovandre,,0,,0
RebecaHayanny,,0,,0
FBInvest,,0,,0
flavioasobrinho,,0,,0
rafaelgibam,,0,,0
tjcm,,0,,0
Monaliisa,,0,,0
gustavocabral,,0,,0
caiohsfar,,0,,0
gfads,,0,,0
BernardoMontador,,0,,0
afluentes,,0,,0
DigitalBits,,0,,0
marcelomanchester,,0,,0
Hashboard,,0,,0
danilobarros18,,0,,0
bruno-leo,,0,,0
adwwconsortium,,0,,0
luizamorimsouza,,0,,0
lucaswelton,,0,,0
engsw-gcm-master,,0,,0
miguelg4,,0,,0
AlfredoSilv,,0,,0
vpalmeira,,0,,0
danilopor,,0,,0
alm4,,0,,0
plubit,,0,,0
8bitbeard,,0,,0
thiagopaz01,,0,,0
gugaemc,,0,,0
paulofcf,,0,,0
hmignite,,0,,0
paulovgtb,,0,,0
Aryostto,,0,,0
quernel,,0,,0
BisaWeb,,0,,0
Musicamise,,0,,0
cowde,,0,,0
prauebi,,0,,0
aronsales,,0,,0
tecnologiaweb,,0,,0
CaioRanyel,,0,,0
Lucas269,,0,,0
oumessias,,0,,0
jopherl,,0,,0
myualmeida,,0,,0
geeknightrecife,,0,,0
vicentesimoni,,0,,0
arthurbrdantas,,0,,0
JulianePires,,0,,0
aristideslimajr,,0,,0
MariaLuiza1967,,0,,0
efgs,,0,,0
romgino,,0,,0
julliomendonca,,0,,0
jasj88,,0,,0
crystalsantos,,0,,0
davilmaster,,0,,0
juliorangel,,0,,0
rlapenda,,0,,0
RethinkDeployment,,0,,0
brunors,,0,,0
tarcisiosluna,,0,,0
jvsolucoes,,0,,0
desenvolvimentoibgm,,0,,0
FerrazNt,,0,,0
aricardoreis,,0,,0
ltertok,,0,,0
liberalphg,,0,,0
snowshoe,,0,,0
ImCahu,,0,,0
HugoSoares01,,0,,0
Mijaru,,0,,0
hellton2,,0,,0
Thales28,,0,,0
Epitrack,,0,,0
DojoDev,,0,,0
imsafetech,,0,,0
nandacalo,,0,,0
roomts,,0,,0
liferaybrasil,,0,,0
facilit,,0,,0
heit0r,,0,,0
CITi-UFPE,,0,,0
OtavianoM,,0,,0
amamaral,,0,,0
Carranca22,,0,,0
hscabral,,0,,0
Joaocara,,0,,0
ivojunior,,0,,0
thienry,,0,,0
paulomateusms,,0,,0
viccsouza,,0,,0
ranoya,,0,,0
mavydiego2,,0,,0
gruporpj,,0,,0
i2mobilesolutions,,0,,0
Aennson,,0,,0
romerorussel,,0,,0
ViniFlira,,0,,0
lainformatica,,0,,0
gwarah,,0,,0
FelixBatista,,0,,0
Aennson,,0,,0
romerorussel,,0,,0
ViniFlira,,0,,0
vjsl,,0,,0
heycaio,,0,,0
EFTBR,,0,,0
livyson,,0,,0
ademilsodream,,0,,0
heliowap,,0,,0
edupombos,,0,,0
BenjamimRodrigo,,0,,0
lainformatica,,0,,0
citi-onboarding,,0,,0
evamarlaa,,0,,0
thiagomoch,,0,,0
leonardotrindade,,0,,0
eramo-software,,0,,0
leogoncalves0112,,0,,0
brunoharada,,0,,0
henriquexpert,,0,,0
edudelta,,0,,0
fadusi,,0,,0
victorxavier,,0,,0
Saulo8732,,0,,0
birut,,0,,0
FelipeSQ,,0,,0
olavovitor,,0,,0
Webinterativa,,0,,0
klaytson,,0,,0
mesainc,,0,,0
romendesTW,,0,,0
jacksonraniel,,0,,0
bemind,,0,,0
manguezal,,0,,0
r8tecnologia,,0,,0
andresaboia,,0,,0
Combogo,,0,,0
nunesjessica,,0,,0
SingularitySystems,,0,,0
tunechijr,,0,,0
pedro-dreyer,,0,,0
diegotomfurtado,,0,,0
acoelhods,,0,,0
renanalencar,,0,,0
dhsm,,0,,0
edilsonalves,,0,,0
raphaeldourado,,0,,0
rborges79,,0,,0
robertgmelo,,0,,0
cacalado,,0,,0
thiagoporb,,0,,0
paulomartinelli,,0,,0
rafaelcn1,,0,,0
wellingtoncabral,,0,,0
Luanpcdp,,0,,0
malloni,,0,,0
filiphecarvalho,,0,,0
itep-pe,,0,,0
cavalcantalines,,0,,0
angelica1981,,0,,0
dass-cin,,0,,0
rafa-br,,0,,0
leonardoAnjos16,,0,,0
brunomonteiro-pitang,,0,,0
hilariopio,,0,,0
fabiocordeiroaraujo,,0,,0
tenpestaerodesign,,0,,0
morrico,,0,,0
To1ur00,,0,,0
kcpedrosa,,0,,0
matheusvfm,,0,,0
lucianan,,0,,0
cesarfranca,,0,,0
fdavidcunha,,0,,0
elviscastro,,0,,0
FlavioCastroFilho,,0,ErickSimoes,1
sheylacanutobf,,0,Letisouza,1
Italord0,,0,RicardoHCL,1
felipealencar,,0,"ArthurNovaes,jhrocha,thiagoramos23,Juninhoz,JoaoGabrielM,MichalPaszkiewicz,ItzLevvie",7
giovannipcarvalho,,0,"BrunoTabosa,CarlosRodrigo,luizfranca,suzanasaraiva,mtso,domingos108,LangYanzh",7
rcursino,,0,gmotta,1
tantodom,,0,marknemesis,1
VictorManoel,,0,jj151,1
peedrogabriel,,0,thiago123789,1
rpss2,,0,Danielfib,1
Tiagoemerenciano,,0,wellmotta,1
arthur-rizzo,,0,daniloaf,1
julianophp,,0,ivesbrito,1
WallaceRocha,,0,ferreiralisson,1
hrmd,,0,EstelaDNunes,1
brunobpb,,0,albinoneto,1
cleytonfar,,0,rubslopes,1
uillaneduardo,,0,marknemesis,1
walfredosa,,0,KevinHock,1
tiagonog,,0,mguilhermetavares,1
ricardoebbers,,0,GeicyaneC,1
TCezarRod,,0,AlTavares,1
Fabio-Lins,,0,WgCarlos,1
joaoaab,,0,walbermr,1
angelamcosta,,0,gholakemohit,1
HerlonNascimento,,0,mishin,1
mattvie,,0,higofreitas12,1
iurylira,,0,reynaldops,1
evandroabreu,,0,evinw,1
brunoeee,,0,rodrygomf,1
JeffersonLPLima,,0,joaoantoniocn,1
reforcomestrado2015,,0,marknemesis,1
caioamorim031,,0,lucasRafaell95,1
igorhlucenaa,,0,Netuxo,1
joaopaulogf,,0,glm97,1
hmilena,,0,LucasGabrielSI,1
joseviccruz,,0,bezaliel,1
tuliocrr,,0,albertonecosta,1
lrsilva,,0,japyassu,1
MartinsMateus,,0,juniorHarper,1
diogofmcunha,,0,dennynewtech,1
andreporto,,0,marknemesis,1
absilva,,0,vrcca,1
brunoassisp,,0,"lenilsonjr,ch,bu,eduardo,melo,danielbpc2,Rajtra,lpxcavalcanti,lfpelison",7
almagnosolucoes,,0,technologiclee,1
apfmiranda,,0,KevinHock,1
flaviohmaia,,0,doster00,1
josenetome,,0,Ansif,1
zLimaa,,0,marknemesis,1
lfcdsg88,,0,armindoff,1
LABCEUS,,0,chicosimoes,1
Asaffe,,0,"Nicollas21,joabr,nisakhairil,ViniciusAcioly,daividvasconcelosleal,joao,damorim",6
denisreis,,0,janieltec,1
orlandoaceto,,0,gfreivasc,1
feliperfmarques,,0,"MichalPaszkiewicz,hilderlanherbert",2
paguso,,0,"ArthurFreitas,Tpshc",2
Edy8123,,0,"edneide,callyleye",2
victoraldabalde,,0,"chetanspeed511987,marcelocost,rodrigopaiva,angusshire,MichalPaszkiewicz,nfultz",6
elloserafim,,0,"erissonbcs,pedrosantos01",2
rodrigoaccountaccenture,,0,Isaachi1,1
altemberg,,0,felladrin,1
lflucasferreira,,0,MichalPaszkiewicz,1
AdoniasBarros,,0,enzofurlan,1
robsonribeiros,,0,LuanaFM,1
eratsu,,0,gpedro,1
NthlLima,,0,rleaoinfo,1
krixapolinario,,0,andreffcastro,1
ricardorobson,,0,DeyvsonL,1
kevinbreaker,,0,"Walteann,hebertss,Solon97,Senhordim,filipedesousab,devalexandre,wouerner",7
camilacnery,,0,"thspinto,ehkasper,miguelperes,camilatigre,fernandosouza,anthonnygm,Hmache",7
klaytondeoliveira,,0,gusshmelo,1
renatalourena,,0,fsantiag,1
jamessonfaria,,0,"RobertoPereiraRibeiro,marceloamjr,graubassauro,CristianoKleberFonseca,daniel0br,ewertonews",6
mateus-nascimento,,0,jotapes26,1
sofiagalvao,,0,janvajda,1
charles-alves,,0,pedrohenriquelima,1
ioram7,,0,dpcavalcanti,1
Allysonx,,0,daniloalfredo,1
vitorcruz8621,,0,VitorCruz8621nogordio,1
GabrielaMattias,,0,vpozzebon,1
felipemdmelo,,0,soeirosantos,1
empacto,,0,denisekroy,1
franciscoffavaro,,0,"Wendy,Anna,pauloemmilio,robsonalvz,marcelosouzaufpb,victordemetrio,gabrielalvesc,herbertcordeiro,marknemesis",8
tamiresa,,0,haroldogtf,1
gtgsantos,,0,wilkiejunior,1
vmoliveira91,,0,Anthony22rd,1
pedrohub,,0,"douglas,queiroz",1
carlosmax,,0,opengiineer,1
SoulFlybr,,0,svenssonjoel,1
filipeaguiar,,0,hitalos,1
yeltsin,,0,"raisen,alkah3st,angusshire,brunocasanova,VagrantStory,toxtli,Linux,Player,ykaaouachi,marknemesis",9
cesarsantana2,,0,KevinHock,1
thiago-cavalcanti,,0,"azheng1984,STRd6,thiagovidal,cusspvz,brunocasanova,Linux,Player,JacobMisirian,dalinhuang99,SurfaceB00k",9
netoffdf,,0,Jessica7,1
jimens,,0,abdelthioye,1
ezequias,,0,"rpepato,vmachuca,Zer0Root,TylerDev905,miquias,roloberto,cld,santos,aamiralahazan,LucasSoaresRibeiro",9
rfccn,,0,Babival,1
brazsandro,,0,magnofaustino,1
betocabus,,0,EEmery,1
tacionery,,0,"joaocalixto,lucasmartins,giorgiosaints,angusshire,VagrantStory,JeorgeMatt,rrcosta,mstraughan86,vkandola",9
mcdsb,,0,gabrielachagas,1
deisesouza,,0,marknemesis,1
RenatoRJF,,0,EdwinAldryn,1
marcuscarneiro,,0,renatolinsd,1
RicardoCasteloBranco,,0,RicardoCBranco,1
arcelo,,0,joliejoker,1
Redley,,0,ChristianSpinelli,1
RobsonCN2015,,0,"mensonones,jacquesnier,LuanPereiraLima,AllefLobo,amarildobarros,CarlosQuixada,mstraughan86,srcmaxim,Vermisse,EclipseMain,rftHusn",11
cauannelinhares,,0,"MatheusFreitag,marcosfmmota,marquesVF,edogardo,diegotavarez,cosmonautd,MarceloAV,Drakmord2,kalecio,camisLuisa",10
arer76,,0,rlindoso,1
EBDAF1,,0,LLealL,1
meirinaldojunior,,0,"walison17,ricardoesperidiao,Anpix,Bunlong,jhonesgoncal,unebdeveloper,rftHusn,Iharss,hugouraga,ucsdmath",10
joaovictortinoco,,0,marknemesis,1
gabrielteotonio,,0,AlanDouglas00,1
GabrielLourenco,,0,nanotrigueiro,1
ubmit,,0,samuelpordeus,1
C0balto,,0,Edwin160508,1
GabrielSDG,,0,djadrianodez,1
diegomarinho,,0,jnortiz,1
DanBrV,,0,"cusspvz,brunocasanova,angusshire,arduanov,VagrantStory,perfettiful,pisual,JeorgeMatt,MohammadRazaSEO,mstraughan86",10
RichardSilva12,,0,JoaoNet0,1
hcaula,,0,joaolucasbig,1
MarcoAurello,,0,flaviohfs,1
victor-cortez,,0,gabrielSchneider100,1
LDGNeto,,0,"T,vK",1
adelmojnr,,0,"fabiomrd,afonsopacifer,renatonascalves,gkal19,Walteann,rafaelporfirio,avitordev,wellingtongeek,felquis",9
haroldogondim,,0,Vitagliano,1
dofobatista,,0,nathalyas,1
valongueiro,,0,KevinHock,1
kevenleone,,0,NielsonFernades,1
gertmuller88,,0,haroldogtf,1
DoodleWeb,,0,marknemesis,1
igorsimoes,,0,aldiransantos,1
cirg-upe,,0,chmstimoteo,1
islanilton,,0,Drakmord2,1
FernandoRLCruz,,0,fabiorez,1
rodrigoadamski,,0,jonasdeyvid,1
AdrianoDayvson,,0,rafaelCMoura,1
andreguigo,,0,opengiineer,1
cassiorsfreitas,,0,brunocasanova,1
brenodvs,,0,CarlosGuimaraes,1
erikcordeiro,,0,marknemesis,1
marcelotheodoro,,0,MichalPaszkiewicz,1
zchronoz,,0,Bunlong,1
diego1araujo,,0,"rafaelfreire83,dydx,angusshire,allanfreitas,270399,chrisburton,krissnawat,fridzema,blossomblast",9
madsonmuller,,0,karolinenobrega,1
grfneto,,0,JhonattasFerreira,1
anakcampelo,,0,PauloSMoreno,1
taurustech,,0,erickjung,1
douglasbrandao00,,0,"bodinho,of,war",1
DodoAz,,0,matheusacx,1
PauloAlves3486,,0,EduardoSampaio,1
sjcleao,,0,marcialvieira,1
BrunoBA,,0,lucassklp,1
carlosliracl,,0,RenatoFranca,1
leolsrd,,0,mazulo,1
AlefRGamer,,0,pdsfilho,1
sandrocavalcanti,,0,marknemesis,1
dmfilho,,0,matheusmacio,1
wizdow,,0,ja1goncalves,1
thiagofranca,,0,"schatteleyn,tnaires,italobarboza,bestafubana,joao,batista,choliveira84",6
xewertonfilipe,,0,"mizaelmfs,Avanaa",2
andersongimino,,0,"angusshire,tdex",2
PedroHPVieira,,0,"ruiartur,brunocoelho",2
andreximenes,,0,"rodgarcialima,diegocfreire,bonfimtm",3
robertoalencar,,0,"brunoals,Walteann,ricknunesmendes",3
tomazhawkjr,,0,"brunabaudel,tuliolages,brunomunizaf",3
edfcsx,,0,"jorgecandidoan,adrianoantonio96,triatebr",3
ruamberg,,0,"rafaelhora,srtapat,cajubavictor",3
udfds,,0,"cusspvz,angusshire,MichalPaszkiewicz",3
adjs,,0,"silviohgs,IsmaelCesar,GivaJr,alex,d,fox",4
edigomes,,0,"jeidison,dfalbel,renatonascalves",3
FelipeTrote,,0,"JoaoArtur,JustinBieber2u,fabioguelfi,Bunlong",4
yeltsinlima,,0,"raisen,chetanspeed511987,ahmetabdi,KevinHock",4
DwarfThief,,0,"JesuisOriginal,jtomaz99,GithubPrankster",3
lgallindo,,0,"giithub,nbaulesglobalsolutions,batermj,nfultz",4
especializa-user,,0,"thulioph,marcelocost,berardo,MisterBlizzard",4
CaioMoraes,,0,"canejo12,vivianesanguinett,rajivbarbosa,Raimundofelipe",4
moisespalma,,0,"joseaugustolins,vivisousa,FabioAguiar",3
karollmm,,0,"lay0202,gabriel,silva,Amandaalmeida12",3
pedrovsra,,0,"cb16,jonaslins,marcialvieira",3
EduardoLisb,,0,"Brunosimoesorlandelli,John16Wesley,Mestreedu",3
giuliocc,,0,"pauloromeira,cenaion,iuryxavier",3
rcbpeixoto,,0,"vuquangtin,dalinhuang99,kauegimenes",3
davidhsv,,0,"angusshire,Avyukth,lordzuko,rubenspessoa,KevinHock",5
guilherme-rdnascimento,,0,"alexrilton,jademirf",2
jbsn94,,0,"VictorNun,vitoriamaciel,renatodeyvson,davidmarccos,dmop",5
philorocha,,0,"salespedro,philipeejose",2
raphalencar,,0,"gerivansantos,avggithub",2
ahyalla,,0,"isaacfranco,tacianosilva",2
willfelix,,0,"gusshmelo,amrf,dennys,bd,pedroaranha,aleworkout7",5
Galtvan,,0,"Vattar,Cin,vgss",2
hgees,,0,"drbeco,bmhori",2
jeronimonascimento,,0,"NetoDevel,ajayvavdiya,danilocecilia",3
10c8,,0,"controversial,wgaylord,JosephBywater,Crauzer,Lite5h4dow",5
zearthur99,,0,"LucasR00,lobik00",2
rafaelwms,,0,"liperosas,erickdebrito",2
alexandreclayton,,0,"dalinhuang99,LowApe,abekroenem,nfultz,rftHusn",5
netuh,,0,"tarsisazevedo,lucasfcosta,PauloPaquielli",3
Edgleyson,,0,"SAULOTADS,sergiomalencar,Edlas",3
marcoscampelo,,0,"angusshire,MichalPaszkiewicz,KevinHock,kauegimenes",4
marcelopita,,0,"murilopontes,gabrielmip,KevinHock",3
thyagoismael,,0,"gabrielaqueiroz,TkfleBR,ViniciusAraujoGR",3
tiagohas,,0,"dalinhuang99,Fab2295,marcelohq",3
pedrodiamel,,0,"AndySardina,alzami1986,heitorrapela,letyrodridc",4
santojon,,0,"tonysilva1989,tom335,rubemmoura,tewarid",4
phrps,,0,"rvlb,19,Viepe22,adoniasvsbarros,saulo,p",4
mrrandrade,,0,"rikatz,nubiofs,williancardoso,moacirsouza",4
felipemobile,,0,"proudchild,felipepaiva,dplewis",3
mcquiggd,,0,"Alex,T,Gazelle,opengiineer,andreyleskov,ivaneliasoo",4
franchenstein,,0,"jonasagx,YingAimeeLiu,bryangordillo,ahmedsayaedahmed",4
nvsfs,,0,"lucasbr023,rbccavalcanti,anfb",3
MrRickSan,,0,"mushi720,Daniloddp,filepi,gabrielcwa",4
ArthurLapprand,,0,"luiz,reis,amnv,walbermr",3
renatofilho,,0,"rmagalhaes85,luisgabriel,Charlie37",3
bcgs,,0,"websanjal,hugohernani,CarlosRafael22",3
brunohoppe,,0,"celiobj,andersontaraujo,rjLelis",3
Jnailson,,0,"TainaGuedes,programandaana,Brnpereira",3
SamuelRocha2015,,0,"mateussgn,Paulo,Sergio,haroldogtf",3
LukPOD1,,0,"Jaicke,MatheusAlves00,Senna350z",3
johnmaykbrito,,0,"LuisinhoHN,VictorvaOliveira,Michelhsn",3
afelipefernandes,,0,"aecioamancio,SHENOISZ,lspecian",3
mateusnbm,,0,"rvlb,19,andreabduque,adoniasvsbarros",3
cafmf,,0,"ErickSimoes,tewarid,juanunix",3
EdmilsonSantana,,0,"gcmsteste,ErickSimoes,dbarlavento",3
marlonchalegre,,0,"rcastro,ahmetabdi,murilopontes,KevinHock",4
danilocostak5,,0,"albuquerq,pcfmarques,dalinhuang99",3
rhuandantas,,0,"eudesmalheiros,LeandroOliveirADS,laisvidoto1994",3
lacerdamarcelo,,0,"janvajda,murilopontes,lopatron,brunoresende1991",4
AlaurentinoOfficial,,0,"talews,ErickSimoes,wolfganggenser,dinhoaps",4
albinojunior,,0,"elsongabriel,dmop,laisvidoto1994",3
rodolfops,,0,"edvanmacedo,alvloureiro,epolesi",3
rodrigosiqueiradev,,0,"massaluiz,aguvel,leeomarques,laisvidoto1994",4
ricardo7cordas,,0,"aumaco,batermj,JLFN1964",3
eliabejr,,0,"grsabreu,evertonwalker,guilhermedecampo,luisbsl",4
angelobrito,,0,"adrianomelo,MichalPaszkiewicz,ItzLevvie,ranieri72",4
brnathanlima,,0,"AsaK,richardsonlima,AndersonEmanuel",3
giovanebribeiro,,0,"lhmiranda,cusspvz,diegospindola",3
rodrigodma,,0,"luisgabriel,Jmgmartig,KevinHock,igormatos",4
caiofsr,,0,"jvictorsales,jamcabral,excbr,wellingtonmont22",4
diegobarcelar,,0,"VagrantStory,evinw,dalinhuang99",3
HuanChristopher,,0,"isa,fernandes,IeghorItnaclaviz",2
viniciosarodrigues,,0,"daniloarodrigues,HenriqueDreyer",2
rcananea,,0,"ncroot,americojr",2
janiosarmento,,0,"cinghaman,rslonik",2
jonatascp,,0,"lucasddaniel,jodanher",2
vinimoraesrc,,0,"pperroni,dcms2",2
alinnepriscila,,0,"pinheiroo27,diiegocavalcanti",2
japakr,,0,"Solon97,elieldepaula",2
fernandofragoso,,0,"ivamacio,vrcca,cusspvz,MichalPaszkiewicz,heliobentzen,dplewis",6
petermademann,,0,"djadrianodez,dennys,bd",2
DaviBFarias,,0,"petrusxz,arthurlma",2
washingtonferreira,,0,"djadrianodez,Eduardo123Andrade",2
henriquemc,,0,"vrcca,hugomenezes",2
dieggop,,0,"JoseCage,PauloBrito",2
omarpta,,0,"rodrigoclira,flafjr",2
rodrigolinsr,,0,"ValterJunior,paulosousalopes",2
jpedrocm,,0,"marlonwc3,ElectricPigeon,earsketch,axambo,igormatos,CarlosRodrigo",6
diegoMSilva,,0,"vhba,AsaK",2
luizhsbrito,,0,"josuelpedro,ClebsonFerreira",2
megazord,,0,"marcospereira,apatzer,lalkhum,cusspvz,dalinhuang99",5
diogo10,,0,"emilianocarvalho,CavalcanteR,silasalis,marco,jardim,rmxsantiago",5
galegostigma,,0,"angusshire,dalinhuang99",2
ajgan,,0,"crp3,LeonardoGaldino",2
felipebonezi,,0,"gearlles,Nosbielc,alvarodearaujo,sibelius,CodeCosta,haroldogtf",6
WesleyJw,,0,"iuryxavier,fernandojvdasilva",2
renvicente,,0,"cleomenes,Sidney14,OtacilioN,victorrolim,akihito13,marcosliraa",6
pdraguiar,,0,"rmarins1977,andersontaraujo",2
acaxon,,0,"brunoandradd,KevinHock",2
GabrielAlbq,,0,"Elthonferreira,fabioafreitas,lulp07,sidneyJosue,ItzLevvie,Mortanius",6
r4ddek,,0,"suzanasaraiva,elntele,khatib12,IsmaelCesar,diogenesjcs,dmop",6
digounet,,0,"charlenopires,DavidMilberg,gfreivasc,mstraughan86,rlindoso,gustinoco",6
EwertonQueiroz,,0,"JoaoRafaelX,demacdolincoln",2
lucianasilva,,0,"pragmaticivan,thiagolacerda",2
daniellyqueiroz,,0,"lcmousinho,brunohpmarques",2
leoomelo,,0,"vnegrisolo,alesaudate",2
brfael,,0,"tarcisiomota,KevinHock",2
euclidesgc,,0,"amberllorens,juliermefelix",2
itsCleyton,,0,"MichelLima,thisEstefano",2
jvog,,0,"Timbrau,Raimundofelipe",2
SirLVF,,0,"rafaelhora,srtapat",2
jonolo6,,0,"kalamaznik,AdiChat",2
daidson,,0,"dalinhuang99,hugobrancowb",2
alanav120,,0,"djadrianodez,Thainamartires",2
wendeldesouza,,0,"jackson12pk,xxLucasLima",2
raissaguimaraes,,0,"BruCodeTechnologies,gmmik3",2
GPrimow,,0,"Raydonal,kierisi",2
shoesthe6,,0,"Fab2295,Gabe,dev",2
pabhen,,0,"danielvdantas,FilipeDelCesare",2
fhenriquecm,,0,"evertonwalker,jersonb",2
marcosguedes01,,0,"ewertonews,marcelopspereira",2
marchesin,,0,"YallisonFelipe,caio1907",2
jorgemarc,,0,"victorbernardo,heliofsjr18,DayvsonWellerson,GabrielRodrig08,laisvidoto1994",5
marcoscardoso,,0,"Richardjohnson1,gabriel,silva",2
warkentien2,,0,"camillodev,brenopolanski",2
FredMaranhao,,0,"rfilipo,ahmetabdi,micha137,angusshire,T,vK",5
AvelinoGomez,,0,"JesRufino,MatheuzMarinho",2
DataPE,,0,"linsprodrigo,claudioalvesmonteiro",2
yalves8,,0,"R3turnZ3r0,diegopatrik",2
atilarec,,0,"tulioncds,KevinHock",2
alessandrofls,,0,"alexdouglasfp,IsmaelCesar",2
chgsilva,,0,"RodolfoFarias,MattheusSantana",2
feliperfranca,,0,"presvistero,trancosowiliam,Anrafel,otaciliosilva,cmink,alone",5
jamilsonbatista,,0,"murilopontes,heliobentzen,andrelucasti,mahmoudparsian,gabrieljbl",5
pedrocab,,0,"belenos,kvnol",2
WillyNelson,,0,"Thinstation,lehirigosse",2
KLEITONFREITAS,,0,"gnuvinicius,jj151",2
Wms5,,0,"irbp,ismaeljunior",2
marlom-jobsom,,0,"ejvm,freedomfita",2
dashdanilo,,0,"iurimattos,arthurdebiase",2
daaysesouza,,0,"leeomarques,juniorHarper",2
gampeixoto,,0,"SamuelAlencark,ros3cin",2
hsaboya,,0,"VMeida,Rickycezar",2
MORDC,,0,"henriqueflavio,ricardoslrodrigues",2
dellanio,,0,"ricardobelo,IsaacEduardo",2
ronneyluan,,0,"ramonvictor,sergiofontes",2
israeljunior,,0,"cusspvz,gabrielpconceicao,angusshire,templategoods,fernandosouza",5
xfernando,,0,"uiltonjose,roscopecoltran",2
diasflp,,0,"felipepaiva,italobarboza",2
DaviBarros,,0,"negothales97,JohnatanT,oJuniorDev,israellinofaustino,nunesdaniel",5
Eviomarcio,,0,"CAedusouza10,CAedusouza100",2
Rom7,,0,"Stimfarmer,HorlogeSkynet,jjaouen,igormatos,pedrotorchio",5
ricardomelogt,,0,iagoboliveira,1
fellipetenorio,,0,mguilhermetavares,1
atpessoa,,0,,0
sandromendes,,0,,0
felipeaqueiroz,,0,,0
thiagolvlsantos,,0,,0
ThiagoJota,,0,,0
BFalconieri,,0,,0
stapemusic,,0,,0
thalesrodrigo,,0,,0
Jonatasgonzaga,,0,,0
rwilker,,0,,0
marciorecife,,0,,0
refreshg0d,,0,,0
alesson-delmiro,,0,,0
bioinfognmk,,0,,0
Strauch87,,0,,0
AnalytiqueConsulting,,0,,0
yullegustavo,,0,,0
LucianoMauro,,0,,0
adson1990,,0,,0
allsilva,,0,,0
rgm2cin,,0,,0
HMCLDevs,,0,,0
arthurmenezesb,,0,,0
davicosta99,,0,,0
EliveltonR18,,0,,0
projetaoufrpe,,0,,0
nti-ufpe,,0,,0
GrupoTangram,,0,,0
jcsn2,,0,,0
tvmsouza,,0,,0
4qu3l3c4r4,,0,,0
JoasLemos,,0,,0
ProjetoPoo2,,0,,0
vanessamaartins,,0,,0
NetherDrk,,0,,0
avilasolucoes,,0,,0
fernandalandimOgilvy,,0,,0
danielcaruaru,,0,,0
araujokenedy,,0,,0
gustavor-souza,,0,,0
svelhof,,0,,0
joaoCarvalho1000,,0,,0
lerao,,0,,0
edunjr,,0,,0
thiagolins,,0,jersonb,1
jandui,,0,,0
SaTecnologia,,0,,0
stapemusic-dev,,0,,0
PauloFBCavalcanti,,0,,0
flavioabarbosa,,0,,0
vsguedes,,0,,0
ismaeljr,,0,,0
NegreirosBros,,0,,0
edudh,,0,,0
if1001,,0,,0
manuttis,,0,,0
ThiagoAquino,,0,,0
nathaliaitaliano,,0,,0
wensantos91,,0,,0
pitangagile,,0,,0
even3dev,,0,,0
RecifeCrypto,,0,,0
heldermccartney,,0,,0
brenocesar83,,0,,0
DkMasTer60,,0,,0
LouisianaQuinino,,0,,0
camilaodsouza,,0,,0
rayanagoncalves,,0,,0
LucasMattoso,,0,,0
ignispider,,0,,0
NascimentoSilva,,0,,0
GPCiDE,,0,,0
nilesdsjr,,0,,0
arllain,,0,,0
lucascambuim,,0,,0
anacgfp,,0,,0
leandrorss,,0,,0
ClaytonRocha,,0,,0
filipe-marques-souza,,0,,0
Viniciusmlira,,0,,0
augustolimasilva,,0,,0
Mangue-Tecnologia,,0,,0
rafaelpimentel,,0,,0
CaioNeves,,0,,0
ErlyAquino,,0,,0
camillotargas,,0,,0
Agilhub,,0,,0
Tekabout,,0,,0
yurialb,,0,,0
edipoalex,,0,,0
felipehmsilveira,,0,,0
tangerinalab,,0,,0
sfribeiro,,0,,0
talita-albu,,0,,0
kunkanon,,0,,0
matheusraz,,0,,0
beneditomacedo,,0,,0
phenrique0206,,0,,0
valdenia,,0,,0
Jcns,,0,,0
concrete-aecio-barreto-junior,,0,,0
victorpio,,0,,0
sites-em-recife,,0,,0
pjishimaru,,0,,0
sky-on,,0,,0
riquesena,,0,,0
jean-rnascimento,,0,,0
XARXTeam,,0,,0
ecdj,,0,,0
danylocampos,,0,,0
CarlosCBF,,0,,0
enobrega,,0,,0
