User,Repo_Member,mRepo_Language,Repo_Owner,oRepo_Language
luiztiago,"dfmedeiros/trellando,djalmaaraujo/socketrace","Ruby,JavaScript","luiztiago/android-watchlist,luiztiago/bada-photoclown,luiztiago/bada-watchlist,luiztiago/bootstraptherightway,luiztiago/braziljs.org,luiztiago/cowdown,luiztiago/cryptfy,luiztiago/diveintohtml5,luiztiago/dotfiles,luiztiago/dotfiles-old,luiztiago/easy-admin-bundle,luiztiago/facebook-image-element,luiztiago/fake-flash-to-html5,luiztiago/FastGap,luiztiago/fear-ant,luiztiago/FlashAlertBundle,luiztiago/flexmobile-watchlist,luiztiago/frontinrecife,luiztiago/generator-webapp,luiztiago/google-slides-to-pdf,luiztiago/html5-notifications,luiztiago/idiomatic-css,luiztiago/ios-books,luiztiago/ios-TransitoRec,luiztiago/jquery-mentions-input,luiztiago/jquery-timeago,luiztiago/jquery-yql,luiztiago/js-the-right-way,luiztiago/jsx-test,luiztiago/keynote-jquerymobile,luiztiago/luiztiago.github.com,luiztiago/mac-automators,luiztiago/markdown.cc,luiztiago/morethings.io,luiztiago/netcompact-forca,luiztiago/njsbot,luiztiago/node-easycep,luiztiago/node-gtalk-bot,luiztiago/percepcoes,luiztiago/persistent-command-bundle,luiztiago/pull-request-trello,luiztiago/RestProject,luiztiago/shell-scripts,luiztiago/site,luiztiago/snooker.live,luiztiago/so-simple-theme,luiztiago/spice.js,luiztiago/spotify-playlist-downloader,luiztiago/start-html,luiztiago/sublimetext2-settings,luiztiago/talks,luiztiago/tcc-web_mobile_vs_native,luiztiago/test-post-receive-hooks,luiztiago/testing-gh-pages,luiztiago/zepto-br","Java,D,D,None,CSS,CSS,PHP,JavaScript,Shell,Ruby,PHP,None,JavaScript,JavaScript,CSS,PHP,ActionScript,CSS,JavaScript,JavaScript,JavaScript,None,Objective-C,Objective-C,JavaScript,JavaScript,JavaScript,CSS,JavaScript,None,JavaScript,None,CSS,CSS,C#,JavaScript,JavaScript,JavaScript,JavaScript,PHP,None,PHP,None,CSS,JavaScript,CSS,JavaScript,CoffeeScript,JavaScript,None,JavaScript,None,None,None,JavaScript"
ac-pm,,,"ac-pm/CertPinning,ac-pm/for-tests,ac-pm/Inspeckage,ac-pm/Introspy-Android,ac-pm/ProxyOn,ac-pm/SSLUnpinning_Cydia,ac-pm/SSLUnpinning_Xposed","Java,Java,Java,Java,Java,Java,Java"
fernandocastor,"curso-scm/scm,rafaelbrandao/deadlock-exception-paper,rafaelbrandao/java-lock-deadlock-exception,RafaelMarinheiro/ZergScheme","None,TeX,Java,Haskell","fernandocastor/5linguagens,fernandocastor/aulas_floss,fernandocastor/epic-java,fernandocastor/etepam,fernandocastor/fernandocastor.github.io,fernandocastor/github,fernandocastor/Homepwner,fernandocastor/hypnosister,fernandocastor/if668,fernandocastor/if668_2018_1,fernandocastor/if968,fernandocastor/memorial-progressao-ufpe,fernandocastor/metricgenerator-jdk-compiler,fernandocastor/pongfortwo,fernandocastor/pp,fernandocastor/quallinguagem,fernandocastor/sat,fernandocastor/SillyShapes,fernandocastor/SkimJS,fernandocastor/skimscheme,fernandocastor/small,fernandocastor/software_livre,fernandocastor/swift,fernandocastor/swift-style-guide,fernandocastor/taes1,fernandocastor/talk_a_bit,fernandocastor/ufpe_cin_safeproject","TeX,TeX,Java,Python,HTML,Haskell,Objective-C,Objective-C,None,TeX,Python,TeX,Java,Swift,Java,TeX,JavaScript,Swift,Haskell,Haskell,VimL,TeX,C++,None,None,None,Java"
henvic,"brunabaudel/taste,guedesbgeorge/IF1006-Projeto,JoaoSant0s/gestaoAtletas,JoaoSant0s/redu,rodrigoalvesvieira/algorithms,tiagojesus/LegoRoversUI,tomersimis/rgms,xulepeta/xulepeta.github.io","None,Python,Ruby,Cucumber,Java,JavaScript,Groovy,None","henvic/2016-talks,henvic/accidents,henvic/alloy-ui,henvic/android-Camera2Basic,henvic/android-Camera2Video,henvic/angularjs-facebook,henvic/api.js,henvic/awesome,henvic/awesome-go,henvic/awless,henvic/babel-preset-metal,henvic/back,henvic/birthday,henvic/boilerplate-hosting,henvic/bootstrap,henvic/bootstrap-colorpicker,henvic/bootstrap-wysiwyg,henvic/bower-directory,henvic/browser,henvic/cli,henvic/closure-library,henvic/cmdrunner,henvic/cocoa_gist,henvic/color,henvic/colors-asm,henvic/customelements.io,henvic/defective,henvic/dep,henvic/docker,henvic/dotfiles,henvic/elasticsearch-action-updatebyquery,henvic/embroidery,henvic/equinox,henvic/express,henvic/Flat-UI,henvic/GA,henvic/gemcutter,henvic/gh,henvic/gh-boilerplate,henvic/gh-gif,henvic/gh-jira,henvic/gh-travis,henvic/glide,henvic/go,henvic/go-get-issue-14923.go,henvic/go-git-ignore,henvic/go-ipfs,henvic/go-wordwrap,henvic/gobyexample,henvic/gogoa,henvic/goterm,henvic/grunt-cli-config,henvic/gulp-jshint,henvic/gulp-metal,henvic/hackathon-2014,henvic/henvic,henvic/henvic.github.io,henvic/holiday_card_Jan_2017,henvic/Imagine,henvic/ini,henvic/insight,henvic/inventory-control,henvic/ipfs,henvic/Jcrop,henvic/jquery-maskmoney,henvic/jquery-miniColors,henvic/jQuery.fn.autoResize,henvic/LegoRoversUI,henvic/liferay-portal,henvic/list,henvic/logics-evaluator,henvic/magicmime,henvic/mapstructure,henvic/mct,henvic/MediaLab,henvic/metal-ajax,henvic/metal-promise,henvic/metal.js,henvic/mit-license,henvic/msl,henvic/multimedia,henvic/my-intellij-liferay-conf,henvic/node-101,henvic/node-elasticsearch-thrift,henvic/node-gearman,henvic/node-github,henvic/node-jira,henvic/node-static,henvic/node-suppose,henvic/nodegit,henvic/opencv,henvic/OpenRedu,henvic/osx-ulimit,henvic/package_control_channel,henvic/pb,henvic/phantom-casper-simple-talk,henvic/php-src,henvic/picel,henvic/picel-js,henvic/plc,henvic/polymer,henvic/processinho,henvic/programming-101,henvic/prompt,henvic/pseudoterm,henvic/pty,henvic/r.js,henvic/rcarweb,henvic/redu-specs,henvic/require-time,henvic/ResponsiveMultiLevelMenu,henvic/resultsevaluation,henvic/senna,henvic/SkimJS,henvic/sling,henvic/social-network,henvic/socketio-talk,henvic/socketrace,henvic/spawn-sync,henvic/sqlstruct,henvic/statistics,henvic/taia,henvic/testing,henvic/tests-pr-to-org,henvic/thin.gs,henvic/ToggleExclude,henvic/tracking.js,henvic/tus-resumable-upload-protocol,henvic/uilive,henvic/uiprogress,henvic/vehikel,henvic/vehikel-providers,henvic/vendorlicenses,henvic/visual-recognition-nodejs,henvic/wedeploy.com,henvic/write-in-go,henvic/yogi,henvic/yui3,henvic/zend-form-decorators-bootstrap,henvic/zf2,henvic/zoom","JavaScript,R,JavaScript,Java,Java,JavaScript,JavaScript,None,Go,Go,JavaScript,Java,None,HTML,JavaScript,JavaScript,JavaScript,JavaScript,Go,None,None,Go,Ruby,Go,Assembly,CSS,Go,Go,Go,JavaScript,Java,Go,Go,JavaScript,JavaScript,Ruby,Ruby,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,Go,Go,Go,Go,Go,Go,CSS,Objective-C,Go,JavaScript,JavaScript,JavaScript,JavaScript,None,HTML,Go,PHP,Go,JavaScript,Java,None,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,Java,Python,Java,Go,Go,None,PHP,JavaScript,JavaScript,JavaScript,None,JavaScript,None,None,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,C++,Ruby,JavaScript,Python,Go,JavaScript,C,Go,JavaScript,Haskell,JavaScript,JavaScript,Java,Go,Go,Go,JavaScript,JavaScript,Cucumber,JavaScript,JavaScript,HTML,JavaScript,Haskell,Go,JavaScript,Go,JavaScript,JavaScript,Go,Java,Go,None,None,JavaScript,Python,JavaScript,None,Go,Go,PHP,None,Go,CSS,HTML,None,JavaScript,JavaScript,PHP,PHP,JavaScript"
clovisdasilvaneto,"all-animation/all-animation,cirocosta/sample-wechat,fernandosouza/femugpe,heytorthompson/financeiro,heytorthompson/projetovidadigital,liferay-labs-br/clay,liferay-labs-br/fiber,liferay-labs-br/forms-report-project,liferay-labs-br/liferay-forms-chart-generator,liferay-labs-br/metal-playground,liferay-labs-br/who-next,pedroqueiroz/liferay-portal,rafaprax/liferay-portal,tylerwonglr/we-p5,victorpluna/oferclub,Webschool-io/CSS-Animations","CSS,HTML,JavaScript,PHP,PHP,HTML,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,Java,Java,JavaScript,Python,None","clovisdasilvaneto/adesivos,clovisdasilvaneto/all-animation,clovisdasilvaneto/all-animation-1,clovisdasilvaneto/alloy-editor,clovisdasilvaneto/alloy-ui,clovisdasilvaneto/alloyeditor.com,clovisdasilvaneto/Angular-2-Controle-de-Gastos-,clovisdasilvaneto/asa,clovisdasilvaneto/atomic-docs,clovisdasilvaneto/babel-plugin-yui3,clovisdasilvaneto/blJs,clovisdasilvaneto/blog,clovisdasilvaneto/boilerplate-auth,clovisdasilvaneto/boilerplate-hosting,clovisdasilvaneto/boilerplate-nodejs,clovisdasilvaneto/bootstrap-datepicker,clovisdasilvaneto/Bot-Telegram-BeMEAN,clovisdasilvaneto/CKEditor-WordCount-Plugin,clovisdasilvaneto/clay,clovisdasilvaneto/clockin,clovisdasilvaneto/clovisdasilvaneto.github.io,clovisdasilvaneto/CodeMirror,clovisdasilvaneto/com-liferay-dynamic-data-mapping,clovisdasilvaneto/com-liferay-portal-workflow,clovisdasilvaneto/countUp.js,clovisdasilvaneto/css-brasil,clovisdasilvaneto/css-loader,clovisdasilvaneto/csshortcut.github.io,clovisdasilvaneto/CsSocker,clovisdasilvaneto/CurriculoOnline-v2.0,clovisdasilvaneto/dropbox-sdk-js,clovisdasilvaneto/electric,clovisdasilvaneto/epihack,clovisdasilvaneto/fadein-fadeout-com-javascript-puro,clovisdasilvaneto/FEMUG-PE-FORM,clovisdasilvaneto/fiber,clovisdasilvaneto/fiber-example,clovisdasilvaneto/FirstCurriculoOnline,clovisdasilvaneto/flux-redux,clovisdasilvaneto/generator-ionic,clovisdasilvaneto/git-terminal-reports,clovisdasilvaneto/githubapp-native,clovisdasilvaneto/gulp-soynode,clovisdasilvaneto/IdiomaticReact,clovisdasilvaneto/iniciantes,clovisdasilvaneto/inlocomediateste,clovisdasilvaneto/jQuery-Knob,clovisdasilvaneto/Liferay-AMD-Module-Example,clovisdasilvaneto/Liferay-Angular-Single-Portlet,clovisdasilvaneto/Liferay-AngularJs-Theme,clovisdasilvaneto/liferay-binaries-cache-2017,clovisdasilvaneto/liferay-forms-chart-generator,clovisdasilvaneto/Liferay-GS-BR-FrontEnd-Wiki,clovisdasilvaneto/liferay-portal,clovisdasilvaneto/liferay-theme-samples,clovisdasilvaneto/limitslider,clovisdasilvaneto/Lists-js,clovisdasilvaneto/machine-learning-python-study,clovisdasilvaneto/machine-leraning-javascript-study,clovisdasilvaneto/marblecss.com,clovisdasilvaneto/mean-livro-codigo,clovisdasilvaneto/messenger-bot-tutorial,clovisdasilvaneto/metal-banco-crt,clovisdasilvaneto/metal-jsx-boilerplate,clovisdasilvaneto/metal-list,clovisdasilvaneto/metal-select,clovisdasilvaneto/metal.js,clovisdasilvaneto/metaljs.com,clovisdasilvaneto/my-virtual-assistant,clovisdasilvaneto/ng-file-upload,clovisdasilvaneto/open-source-boilerplate,clovisdasilvaneto/Plugin-Clovis-Carrosel,clovisdasilvaneto/PluginMotherFucky,clovisdasilvaneto/polymer,clovisdasilvaneto/polymer-1,clovisdasilvaneto/portaldopido,clovisdasilvaneto/project-boilerplate,clovisdasilvaneto/projeto-mean,clovisdasilvaneto/pure-spa,clovisdasilvaneto/qualiti,clovisdasilvaneto/react-github-api,clovisdasilvaneto/react-redux-boilerplate,clovisdasilvaneto/reveal.js-plugins,clovisdasilvaneto/RodaFucky,clovisdasilvaneto/roundabout,clovisdasilvaneto/router,clovisdasilvaneto/sample-wechat,clovisdasilvaneto/slide-com-javascript-puro,clovisdasilvaneto/snooper,clovisdasilvaneto/soy-cheat-sheet,clovisdasilvaneto/speechRecognition,clovisdasilvaneto/superplaceholder.js,clovisdasilvaneto/talk-nodebots,clovisdasilvaneto/telegram-bot-webhook,clovisdasilvaneto/temporario,clovisdasilvaneto/tensorflow,clovisdasilvaneto/twit,clovisdasilvaneto/virtual-dom-study,clovisdasilvaneto/wedeploy-form-search,clovisdasilvaneto/wintersmith,clovisdasilvaneto/ZoologicoDoTico","PostScript,HTML,CSS,HTML,JavaScript,HTML,CSS,PHP,JavaScript,JavaScript,None,None,None,HTML,HTML,JavaScript,JavaScript,JavaScript,HTML,Java,HTML,JavaScript,Java,Java,JavaScript,CSS,CSS,HTML,CSS,JavaScript,JavaScript,JavaScript,JavaScript,None,CSS,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,Shell,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,HTML,None,FreeMarker,None,JavaScript,None,Java,JavaScript,JavaScript,JavaScript,Jupyter Notebook,None,HTML,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,HTML,JavaScript,JavaScript,None,None,CSS,JavaScript,JavaScript,CSS,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,JavaScript,CSS,None,JavaScript,CSS,None,JavaScript,None,None,HTML,JavaScript,JavaScript,CSS,C++,JavaScript,JavaScript,CSS,CoffeeScript,JavaScript"
zimmerle,"SpiderLabs/ModSecurity-log-utilities,SpiderLabs/ModSecurity-Python-bindings","Python,Python","zimmerle/abel,zimmerle/airprobe,zimmerle/airprobe-gprs,zimmerle/android_device_samsung_i9300,zimmerle/angular2-oauth2,zimmerle/buildbot,zimmerle/cell-locator,zimmerle/codejudge,zimmerle/Cura,zimmerle/DBusPerformance,zimmerle/fpga-miner,zimmerle/fpga-miner-verilog,zimmerle/gnuradio,zimmerle/GSM-Shark,zimmerle/gsmdog,zimmerle/gsmmap-mobile,zimmerle/httperf,zimmerle/kalibrate-uhd,zimmerle/libinjection,zimmerle/minimal,zimmerle/miniminer,zimmerle/modsec-sdbm,zimmerle/ModSecurity,zimmerle/ModSecurity-heartbeat,zimmerle/ModSecurityEsper,zimmerle/mWall,zimmerle/nightminer,zimmerle/omniauth-identity,zimmerle/osmocombb,zimmerle/owasp-modsecurity-crs,zimmerle/qgroundcontrol,zimmerle/SimpleJavaScriptBuildBotStatus,zimmerle/test,zimmerle/u-boot,zimmerle/UHD-Mirror,zimmerle/wrk,zimmerle/zxing-cpp","C,Shell,Shell,C,JavaScript,None,None,JavaScript,Python,None,Python,VHDL,C++,C++,None,Perl,C,C++,C++,CSS,Python,C,C,JavaScript,Java,C++,Python,Ruby,C,Lua,C++,JavaScript,None,C,Verilog,C,C++"
fjsj,dudurocha/hackernewsbr,JavaScript,"fjsj/1001,fjsj/arrow,fjsj/awesome-static-analysis,fjsj/BezierWarping,fjsj/bikeapi,fjsj/bitsontherun-downloader,fjsj/CamelCaseRepo,fjsj/celery,fjsj/check-all-the-things,fjsj/chef-django-ubuntu,fjsj/compression-counter,fjsj/cookbook-postgresql-9.2,fjsj/django-allauth,fjsj/django-app-metrics,fjsj/django-bootstrap-base,fjsj/django-example,fjsj/django-fernet-fields,fjsj/django-inlinecss,fjsj/django-precompressed,fjsj/django-rest-framework,fjsj/django-sample,fjsj/django-templated-email,fjsj/envirius,fjsj/epona,fjsj/evee,fjsj/facebook-android-sdk,fjsj/facebook-puzzles,fjsj/fjsj.github.io,fjsj/frontend-dev-bookmarks,fjsj/fuzzywuzzy,fjsj/gae_memoize,fjsj/heroku-django-template,fjsj/jquery-maskmoney,fjsj/jquery.maskedinput,fjsj/jsdelivr,fjsj/jslinux-deobfuscated,fjsj/leaderboard-mocha,fjsj/liveservererror,fjsj/meteor-leaflet,fjsj/Minesweeper.scala,fjsj/mist,fjsj/node-heroku-hello,fjsj/PerformanceEngine,fjsj/programming-challenges,fjsj/projects-screenshots,fjsj/protestapp,fjsj/py-must-watch,fjsj/pybay,fjsj/python-cookbook,fjsj/python-sdk,fjsj/python-social-auth,fjsj/quiz,fjsj/QuizDSL,fjsj/redis-simple-cache,fjsj/requests,fjsj/retry_on_exceptions,fjsj/stack-lang,fjsj/statsd-postgres-vm,fjsj/StudentTestsDSL,fjsj/tapioca-wrapper,fjsj/test-bsd,fjsj/testtestcinnamon,fjsj/tg,fjsj/tornado_api_mixins,fjsj/tsuru,fjsj/twitter_monitor,fjsj/ukechords,fjsj/Unknown6,fjsj/urlfetch_cached,fjsj/What-HN-says","Python,Python,None,Java,Python,JavaScript,None,Python,Python,Ruby,Python,Ruby,Python,Python,JavaScript,Python,Python,Python,Python,Python,Python,Python,Shell,Java,JavaScript,Java,Python,CSS,None,Python,Python,Python,JavaScript,JavaScript,None,JavaScript,JavaScript,Python,JavaScript,Scala,JavaScript,JavaScript,Python,C,None,CSS,HTML,CSS,Ruby,Python,Python,Python,Java,Python,Python,Python,Haskell,Ruby,Java,Python,None,None,None,Python,Go,HTML,CoffeeScript,C,None,JavaScript"
adrielcafe,"AJS99/caderno-online,AJS99/caderno-online-android,brenopolanski/notifier-for-udacity-reviewer,misawsneto/trixdocs,misawsneto/wordrails,raafaelima/udacity-reviews-list,xarx-co/trix-angular.js,xarx-co/trix-java,xarx-co/trix.js,xarx-co/wp-trix","Vue,Java,JavaScript,HTML,JavaScript,JavaScript,None,None,None,None","adrielcafe/adriel.cafe,adrielcafe/adrielcafe.github.io,adrielcafe/android-oauth-handler,adrielcafe/android-tagview,adrielcafe/AndroidAudioConverter,adrielcafe/AndroidAudioRecorder,adrielcafe/AndroidOAuth,adrielcafe/AndroidStreamable,adrielcafe/awesome-css,adrielcafe/awesome-kotlin,adrielcafe/AztecEditor-Android,adrielcafe/BeMyEyesXamarinApp,adrielcafe/ColorPicker,adrielcafe/ConfigUtil,adrielcafe/CropImageView,adrielcafe/cryp-website,adrielcafe/CrypAndroidApp,adrielcafe/CryptoUtil,adrielcafe/DBPA,adrielcafe/DCxMarvel-Card-Game,adrielcafe/DicInfo,adrielcafe/DissertacaoDeMestrado,adrielcafe/DL2SPARQL-DL,adrielcafe/DueloDeMatematica,adrielcafe/FarolAlto,adrielcafe/fastlane,adrielcafe/ffmpeg-android-java,adrielcafe/FrescoImageViewer,adrielcafe/GryphonFramework,adrielcafe/GuiaServicosSP,adrielcafe/KBus,adrielcafe/LifeBand,adrielcafe/MaterialIntroView,adrielcafe/MessagesAndroidApp,adrielcafe/MinhaEscola,adrielcafe/mixpanel-android,adrielcafe/Monetae,adrielcafe/moneywagon,adrielcafe/MoovAndroidApp,adrielcafe/NHibernateUtil,adrielcafe/NMG,adrielcafe/NMSAlphabetAndroidApp,adrielcafe/NMSAlphabetServer,adrielcafe/NMSAlphabetWeb,adrielcafe/normalize.css,adrielcafe/Ouvidoria2.0,adrielcafe/PedaladaSegura,adrielcafe/PlanetaSustentavel,adrielcafe/PlaystationTrophiesConceptApp,adrielcafe/ReadnBuyAndroidApp,adrielcafe/RecifeBomDeBola,adrielcafe/responsive-headings.css,adrielcafe/ReviewIt,adrielcafe/S-Task,adrielcafe/Scryp,adrielcafe/socialauth,adrielcafe/trix2,adrielcafe/TRIXDocsTemplate,adrielcafe/TTS-Translator-FFOS,adrielcafe/UdacityBuildItBigger,adrielcafe/UdacityMyAppPortfolio,adrielcafe/UdacityPopularMovies,adrielcafe/UdacityStockHawk,adrielcafe/VacinaRecife,adrielcafe/VaiChoverRecife,adrielcafe/VoxRecorderAndroidApp,adrielcafe/YodelAndroidApp","None,CSS,Java,Java,Java,Java,Java,Java,None,Kotlin,Kotlin,C#,Java,C#,Java,HTML,Kotlin,C#,Java,Java,None,None,Java,Java,CSS,Ruby,Java,Java,Web Ontology Language,Java,Kotlin,Java,Java,Kotlin,Java,Java,JavaScript,Python,Kotlin,None,Java,Java,JavaScript,CSS,HTML,CSS,Java,Java,Kotlin,Kotlin,Java,CSS,None,Java,Python,Java,JavaScript,HTML,None,Java,Java,Java,Java,Java,JavaScript,Kotlin,Java"
arthuralvim,"dojodocirculo/dojodocirculo.github.io,Tiago-Lira/tapioca_cartola","HTML,Python","arthuralvim/airflow-stack,arthuralvim/ansible-project-template,arthuralvim/arthuralvim.github.io,arthuralvim/assyd,arthuralvim/br-atlas,arthuralvim/cv,arthuralvim/dataenc,arthuralvim/django-app-template,arthuralvim/django-gevsckio-example,arthuralvim/django-nose,arthuralvim/django-project-template,arthuralvim/django-reversion-example,arthuralvim/docker-ubuntu-dev,arthuralvim/docker-ubuntu-ssh,arthuralvim/dotfiles,arthuralvim/elk-stack,arthuralvim/flask-project-template,arthuralvim/folium,arthuralvim/frontend-project-template,arthuralvim/incubator-airflow,arthuralvim/jekyll-project-template,arthuralvim/jiraya,arthuralvim/loafer,arthuralvim/monitor-error-server,arthuralvim/monitor-riemann-server,arthuralvim/mutirao_python_aula_rpy,arthuralvim/ninhodascobras,arthuralvim/palestra_pug_gerenciamento_arquivos,arthuralvim/palestra_pug_scrapy,arthuralvim/python-database-url,arthuralvim/python-project-template,arthuralvim/relampago_pug_download_media,arthuralvim/rig-stack,arthuralvim/scrapy-project-template,arthuralvim/sentry-stack,arthuralvim/SublimeDjangoTest,arthuralvim/tapioca-wrapper,arthuralvim/todo,arthuralvim/tutorial-sqlalchemy,arthuralvim/tutorial_aws_python,arthuralvim/twitter-bootstrap-samples,arthuralvim/UFPEThesis","Python,Makefile,CSS,None,Makefile,None,Python,Python,JavaScript,Python,Python,Python,Shell,Shell,Shell,None,JavaScript,Python,Handlebars,JavaScript,HTML,None,Python,Makefile,Python,None,Handlebars,Python,Python,None,Python,Python,None,Python,None,None,Python,JavaScript,Python,None,CSS,TeX"
talitaoliveira,"jonathanslima/flexbox-training,tuliocrr/indicadores","HTML,PHP","talitaoliveira/33DiasSemMachismo,talitaoliveira/angular-burguer,talitaoliveira/apenas-crie-websites,talitaoliveira/api-rest-lumen,talitaoliveira/approachable-io,talitaoliveira/aprendendo_ruby_blog,talitaoliveira/be-mean-instagram,talitaoliveira/be-mean-instagram-mongodb-excercises,talitaoliveira/be-mean-modulo-mongodb,talitaoliveira/cakephp,talitaoliveira/challenge-accepted,talitaoliveira/cidades-estados-brasil,talitaoliveira/code-style-guide,talitaoliveira/crud_cakephp,talitaoliveira/css-components,talitaoliveira/curso-mean,talitaoliveira/drawing-board,talitaoliveira/dwa-burgular,talitaoliveira/dwa-projeto-site,talitaoliveira/es6,talitaoliveira/FEMUGPE,talitaoliveira/first,talitaoliveira/free-courses,talitaoliveira/frontend-basics,talitaoliveira/gastadora,talitaoliveira/git-basic,talitaoliveira/gulp-training,talitaoliveira/Hacktoberfest-PR,talitaoliveira/ionic-studies,talitaoliveira/jogo-da-velha_js,talitaoliveira/js30,talitaoliveira/JSbooks,talitaoliveira/logica-de-programacao,talitaoliveira/lumen-api,talitaoliveira/my-dummy-image,talitaoliveira/myclock,talitaoliveira/novo_site_talita,talitaoliveira/olimpiadas_rio,talitaoliveira/site-bootstrap,talitaoliveira/software-interview-prep,talitaoliveira/sublime-text-preferences,talitaoliveira/talitaoliveira.github.io,talitaoliveira/teste-frontend-2017,talitaoliveira/teste-jasmine,talitaoliveira/teste-mail-php,talitaoliveira/to-do-list,talitaoliveira/todolist-restful,talitaoliveira/top-rosa,talitaoliveira/uberHack,talitaoliveira/vacilos","TypeScript,TypeScript,None,PHP,HTML,Ruby,JavaScript,None,None,PHP,None,CSS,None,PHP,HTML,JavaScript,CSS,TypeScript,CSS,None,None,None,None,HTML,PHP,HTML,JavaScript,HTML,TypeScript,JavaScript,HTML,CSS,HTML,PHP,PHP,HTML,CSS,PHP,HTML,HTML,None,CSS,None,JavaScript,PHP,JavaScript,JavaScript,CSS,JavaScript,PHP"
paulorec,thiagoh/poker,Java,"paulorec/8bits-parallel-port-manipulation,paulorec/alura-php-mysql-pt2,paulorec/bash-color-variables,paulorec/be-mean-instagram,paulorec/be-mean-instagram-mongodb-exercises,paulorec/bootstrap-boilerplate,paulorec/butter-desktop,paulorec/conversation-simple,paulorec/Mtracker,paulorec/NodeTetrinet,paulorec/pug-java-filter,paulorec/RClass4j,paulorec/react-tryouts,paulorec/space-shooter,paulorec/try-outs-memory-game,paulorec/ui-sortable-header,paulorec/unity-3d-roll-a-ball-game","Java,PHP,Shell,JavaScript,None,CSS,JavaScript,JavaScript,Java,HTML,Java,Java,None,C#,JavaScript,JavaScript,C#"
dmesquita,"dhsm/middleware-distribuida,dhsm/PRODUCAOACADEMICA-visualizacao-2016-2,nivan/mapWebInfra","Go,Jupyter Notebook,JavaScript","dmesquita/arxiv-sanity-preserver,dmesquita/BrazilianDiamonds,dmesquita/categorizar-leis,dmesquita/d3_gantt_like_chart,dmesquita/dash-lollapalooza-brasil-2018,dmesquita/datascience-pizza,dmesquita/dmesquita.github.io,dmesquita/DrQA,dmesquita/easy-deep-learning-with-AllenNLP,dmesquita/engarde,dmesquita/fCC_R3_DataAnalysis,dmesquita/maps,dmesquita/peersquare,dmesquita/reusable_bubble_chart,dmesquita/scikit-learn,dmesquita/side_project_tracker,dmesquita/tdcfloripa2017,dmesquita/understanding_pytorch_nn,dmesquita/understanding_tensorflow_nn,dmesquita/waho","Python,Python,Jupyter Notebook,JavaScript,HTML,None,JavaScript,Jupyter Notebook,Python,Python,Jupyter Notebook,JavaScript,HTML,JavaScript,Python,JavaScript,Jupyter Notebook,Jupyter Notebook,Jupyter Notebook,Objective-C"
